delta_ega	delta_hillclimb	delta_ega_modified
22.30769230769231	106.92307692307692	182
38.28125	48.4375	128
1.0309278350515463	48.45360824742268	195
39.705882352941174	77.20588235294117	181
39.2	41.6	175
40.17094017094017	99.14529914529915	117
2.380952380952381	35.11904761904761	168
3.571428571428571	36.30952380952381	168
0.5617977528089888	70.2247191011236	181
0.0	52.255639097744364	267
0.0	42.78350515463917	196
0.0	8.588957055214724	164
0.0	56.92307692307692	181
1.282051282051282	4.700854700854701	240
0.0	30.263157894736842	229
6.25	154.46428571428572	112
0.0	151.66666666666666	127
4.477611940298507	144.02985074626866	186
38.759689922480625	84.49612403100775	177
36.36363636363637	134.0909090909091	136
44.06779661016949	155.08474576271186	118
2.272727272727273	78.03030303030303	179
0.0	90.76923076923077	174
0.0	36.52694610778443	167
0.0	91.33858267716536	178
0.5494505494505495	91.20879120879121	188
3.6764705882352944	90.44117647058823	183
37.67123287671233	35.61643835616438	153
39.85507246376812	60.14492753623188	191
44.20289855072464	148.55072463768116	146
0.625	39.375	176
0.0	34.146341463414636	167
0.0	69.5906432748538	171
0.4524886877828055	33.93665158371041	222
36.434108527131784	85.27131782945736	177
0.0	38.69047619047619	168
39.84375	153.125	129
91.05691056910568	100.0	125
1.4285714285714286	72.14285714285714	187
3.816793893129771	120.61068702290076	131
0.0	33.95061728395062	166
40.15151515151515	93.18181818181817	134
4.310344827586207	54.310344827586206	164
35.43307086614173	87.4015748031496	135
9.166666666666666	4.166666666666666	124
6.6115702479338845	84.29752066115702	173
32.87671232876712	70.54794520547945	146
5.384615384615385	95.38461538461539	145
0.0	88.46153846153845	130
0.0	32.91139240506329	238
0.5747126436781609	72.98850574712644	174
37.59398496240601	48.1203007518797	147
42.27642276422765	155.28455284552845	125
0.5813953488372093	37.2093023255814	172
5.737704918032787	74.59016393442623	123
0.8368200836820083	15.899581589958158	245
5.147058823529411	88.97058823529412	199
1.574803149606299	45.66929133858268	180
39.69465648854962	49.61832061068702	184
0.0	32.0855614973262	187
42.5	58.333333333333336	174
0.5847953216374269	43.859649122807014	180
0.5319148936170213	39.361702127659576	189
40.74074074074074	69.1358024691358	221
3.0303030303030303	82.57575757575758	134
41.17647058823529	135.29411764705884	168
44.827586206896555	96.55172413793103	167
2.2222222222222223	79.44444444444444	180
48.30508474576271	55.932203389830505	176
41.46341463414634	107.31707317073172	123
0.5952380952380952	47.61904761904761	195
0.5882352941176471	64.70588235294117	172
30.0	134.0	201
2.479338842975207	147.93388429752065	166
5.737704918032787	130.327868852459	166
36.507936507936506	0.7936507936507936	127
0.0	6.4393939393939394	264
38.88888888888889	83.33333333333334	126
39.166666666666664	42.5	165
40.98360655737705	87.70491803278688	171
0.0	73.68421052631578	171
6.024096385542169	36.144578313253014	170
53.71900826446281	121.48760330578511	189
0.8771929824561403	29.385964912280706	230
0.0	45.794392523364486	221
39.516129032258064	89.51612903225806	173
28.49462365591398	67.20430107526882	186
3.90625	55.46875	235
0.0	39.84375	128
41.02564102564102	103.41880341880344	222
1.1560693641618496	84.39306358381504	234
0.5847953216374269	35.67251461988304	225
3.7735849056603774	39.62264150943396	216
8.270676691729323	95.48872180451127	188
0.7042253521126761	44.36619718309859	143
1.1494252873563218	39.6551724137931	174
0.53475935828877	34.75935828877005	252
42.857142857142854	145.37815126050418	170
38.095238095238095	88.09523809523809	170
5.780346820809249	42.19653179190752	174
78.87323943661971	37.32394366197183	142
39.516129032258064	99.19354838709677	127
5.64516129032258	99.19354838709677	176
0.0	27.312775330396477	227
0.0	42.934782608695656	240
4.651162790697675	149.6124031007752	129
5.982905982905983	141.8803418803419	170
24.644549763033176	62.55924170616114	211
40.0	43.84615384615385	131
0.0	73.05389221556887	167
0.7874015748031495	44.09448818897638	180
0.0	36.57142857142857	177
36.231884057971016	83.33333333333334	196
43.07692307692308	82.3076923076923	231
47.368421052631575	150.87719298245614	118
4.046242774566474	69.94219653179191	180
39.516129032258064	83.06451612903226	176
40.0	94.16666666666667	121
29.714285714285715	69.14285714285714	175
3.1746031746031744	30.687830687830687	189
0.0	144.88188976377953	130
0.0	2.631578947368421	190
41.6	143.2	182
3.90625	90.625	171
0.0	36.36363636363637	178
41.35338345864661	90.97744360902256	133
3.225806451612903	85.48387096774194	187
1.6483516483516485	67.58241758241759	236
1.4285714285714286	29.04761904761905	217
1.7241379310344827	30.17241379310345	236
42.51968503937008	44.881889763779526	237
4.132231404958678	152.89256198347107	126
39.83739837398374	44.71544715447154	123
0.0	30.263157894736842	228
0.3787878787878788	1.893939393939394	269
2.479338842975207	96.69421487603306	181
0.0	8.695652173913043	184
2.0408163265306123	146.25850340136054	212
31.901840490797547	34.96932515337423	165
42.4	140.79999999999998	173
0.0	73.05389221556887	170
2.2556390977443606	77.44360902255639	135
0.0	40.98360655737705	184
0.0	41.95804195804196	155
30.76923076923077	41.42011834319527	182
1.06951871657754	56.68449197860963	187
82.53968253968253	137.3015873015873	230
0.0	60.215053763440864	187
42.96875	91.40625	132
0.0	74.85714285714286	178
6.2015503875969	152.71317829457365	131
0.0	47.107438016528924	131
1.0309278350515463	8.762886597938143	255
0.8333333333333334	94.16666666666667	131
0.4807692307692308	39.42307692307692	213
0.0	95.58823529411765	188
0.0	8.396946564885496	185
38.88888888888889	127.77777777777777	261
2.4193548387096775	9.67741935483871	170
0.0	73.11827956989248	186
0.7462686567164178	99.25373134328358	136
29.03225806451613	70.16129032258065	160
2.4	87.2	173
0.0	30.973451327433626	228
36.76470588235294	85.29411764705883	186
0.0	81.88976377952756	129
0.0	67.95580110497238	195
0.0	5.699481865284974	193
0.0	5.02092050209205	243
0.0	151.75438596491227	120
0.0	5.88235294117647	170
36.71875	81.25	129
0.0	76.82926829268293	168
0.8849557522123894	1.3274336283185841	227
1.0309278350515463	33.50515463917525	249
39.34426229508197	50.0	124
6.504065040650407	46.34146341463415	123
0.0	71.69811320754717	159
44.44444444444444	40.74074074074074	176
0.5681818181818182	30.681818181818183	226
43.18181818181818	109.09090909090908	181
0.0	40.828402366863905	169
42.5	42.5	180
40.458015267175576	80.1526717557252	179
39.516129032258064	82.25806451612904	171
0.0	53.91304347826087	121
0.0	11.386138613861387	202
0.0	34.97267759562842	196
29.411764705882355	68.82352941176471	170
0.0	41.66666666666667	169
0.0	58.744394618834086	223
36.231884057971016	130.43478260869566	139
10.317460317460316	99.20634920634922	137
0.0	83.84615384615385	176
0.0	23.170731707317074	164
40.74074074074074	144.44444444444443	195
5.970149253731343	23.88059701492537	135
2.3255813953488373	36.04651162790697	172
4.945054945054945	8.791208791208792	183
3.10077519379845	135.65891472868216	182
0.8130081300813009	85.36585365853658	172
2.631578947368421	74.21052631578947	192
0.0	30.21276595744681	241
0.5617977528089888	84.26966292134831	244
44.11764705882353	165.44117647058823	194
1.0471204188481675	35.07853403141361	192
34.30232558139535	33.13953488372093	230
0.5181347150259068	38.860103626943	194
34.92063492063492	92.06349206349206	230
0.0	31.92771084337349	166
48.36065573770492	150.0	123
35.95505617977528	44.9438202247191	179
39.166666666666664	139.16666666666666	124
9.448818897637794	110.23622047244095	182
32.857142857142854	83.57142857142857	200
1.7964071856287425	37.72455089820359	220
34.02777777777778	118.05555555555556	192
0.5847953216374269	47.953216374269005	177
0.6024096385542169	83.73493975903614	166
32.91925465838509	34.161490683229815	219
0.5405405405405406	37.2972972972973	185
39.2	109.60000000000001	178
50.0	46.03174603174603	180
37.8698224852071	62.721893491124256	169
3.2432432432432434	31.351351351351354	186
1.2269938650306749	3.6809815950920246	163
5.982905982905983	87.17948717948718	117
1.6	144.79999999999998	126
1.092896174863388	69.94535519125684	186
0.7633587786259541	141.98473282442748	181
0.0	70.35175879396985	201
0.0	35.978835978835974	195
0.5524861878453038	88.95027624309392	183
36.8	132.0	125
2.73224043715847	38.25136612021858	185
1.06951871657754	74.8663101604278	187
1.3888888888888888	86.11111111111111	145
4.0	148.0	176
11.023622047244094	55.118110236220474	128
37.00787401574803	76.37795275590551	129
4.27807486631016	40.106951871657756	187
0.0	120.66115702479338	172
5.6000000000000005	104.0	127
0.0	89.62962962962962	191
35.099337748344375	81.45695364238411	204
49.59349593495935	96.7479674796748	174
36.93181818181818	52.27272727272727	176
0.0	40.57142857142857	231
0.0	76.16279069767442	190
42.465753424657535	33.56164383561644	146
4.142011834319527	33.72781065088758	169
42.4	145.6	181
0.0	9.424083769633508	200
0.0	28.365384615384613	210
5.9259259259259265	90.37037037037037	138
1.1976047904191618	35.32934131736527	168
14.285714285714285	157.98319327731093	127
5.6000000000000005	48.8	125
40.0	100.83333333333333	228
42.241379310344826	138.79310344827587	116
1.6	89.60000000000001	179
40.65040650406504	134.14634146341464	235
35.46511627906977	40.69767441860465	230
0.7633587786259541	129.00763358778627	184
0.7692307692307693	60.0	188
0.0	148.4375	129
0.5434782608695652	32.065217391304344	240
40.32258064516129	88.70967741935483	127
0.0	101.62601626016261	127
0.0	200.0	165
1.550387596899225	43.41085271317829	200
42.4	100.0	180
1.5873015873015872	88.88888888888889	141
2.2598870056497176	46.32768361581921	182
1.1904761904761905	35.714285714285715	170
0.8130081300813009	21.951219512195124	248
42.10526315789473	99.12280701754386	121
41.40625	79.6875	128
37.39837398373984	79.67479674796748	166
0.5555555555555556	68.88888888888889	231
32.592592592592595	48.888888888888886	137
1.2121212121212122	33.939393939393945	172
32.467532467532465	40.25974025974026	155
0.0	39.84375	178
0.7299270072992701	83.94160583941606	139
0.0	0.0	243
0.0	77.45664739884393	174
43.28358208955223	143.28358208955223	185
2.158273381294964	36.69064748201439	139
1.1695906432748537	73.09941520467837	232
0.5524861878453038	72.37569060773481	182
4.790419161676647	61.67664670658682	167
0.0	3.225806451612903	250
37.03703703703704	51.85185185185185	137
0.0	80.68181818181817	182
1.092896174863388	34.42622950819672	183
1.3986013986013985	38.46153846153847	198
42.96296296296296	119.25925925925927	181
47.286821705426355	105.4263565891473	185
0.7936507936507936	49.2063492063492	126
46.61016949152542	96.61016949152543	232
37.98449612403101	131.7829457364341	129
4.098360655737705	103.27868852459017	132
1.1560693641618496	36.41618497109826	174
1.9900497512437811	64.17910447761194	201
35.66433566433567	86.7132867132867	201
0.5376344086021506	69.89247311827957	190
2.030456852791878	76.14213197969542	197
34.090909090909086	79.54545454545455	180
1.0416666666666665	39.0625	252
2.8089887640449436	26.96629213483146	178
0.0	67.6829268292683	164
34.92063492063492	76.19047619047619	191
1.6042780748663104	43.85026737967914	249
0.5649717514124294	36.72316384180791	178
2.5380710659898478	35.53299492385787	204
7.9787234042553195	68.61702127659575	197
0.0	39.436619718309856	213
0.0	77.45664739884393	179
42.1875	136.71875	129
0.0	7.03125	138
32.35294117647059	42.64705882352941	194
0.0	159.84251968503938	128
0.0	86.99186991869918	132
3.888888888888889	75.0	186
0.0	29.694323144104807	232
36.58536585365854	22.76422764227642	228
0.6944444444444444	51.388888888888886	199
44.274809160305345	104.58015267175573	188
0.0	5.88235294117647	172
2.941176470588235	75.29411764705883	173
34.756097560975604	33.53658536585366	168
42.97520661157025	151.2396694214876	173
41.46341463414634	76.21951219512195	179
0.5128205128205128	73.84615384615385	198
0.0	78.53107344632768	180
0.5617977528089888	35.95505617977528	244
0.0	0.0	185
51.26050420168067	87.39495798319328	166
28.40909090909091	5.113636363636364	177
3.508771929824561	7.602339181286549	173
81.06060606060606	86.36363636363636	189
33.52601156069364	35.26011560693642	178
2.7027027027027026	40.54054054054054	195
28.415300546448087	75.95628415300546	234
41.17647058823529	99.15966386554622	175
0.0	53.57142857142857	142
34.806629834254146	71.27071823204419	181
37.878787878787875	143.1818181818182	132
2.1739130434782608	36.41304347826087	186
0.0	82.06521739130434	194
37.096774193548384	91.12903225806451	130
0.5747126436781609	40.804597701149426	174
1.1363636363636365	38.63636363636363	177
0.0	41.46341463414634	126
3.076923076923077	70.0	174
0.0	36.99421965317919	178
3.4090909090909087	51.70454545454546	184
0.5555555555555556	42.22222222222222	241
0.0	86.4	173
1.2195121951219512	81.09756097560977	165
2.5	89.16666666666667	172
0.47393364928909953	32.22748815165877	215
0.0	29.292929292929294	254
0.0	105.12820512820514	118
52.03252032520326	106.5040650406504	124
85.71428571428571	147.61904761904762	171
44.642857142857146	150.0	163
0.0	80.0	186
33.57142857142857	37.142857142857146	140
44.680851063829785	85.81560283687944	196
0.0	4.624277456647398	215
92.92035398230088	93.80530973451327	114
0.0	9.49367088607595	214
0.0	103.7037037037037	258
9.090909090909092	45.45454545454545	177
40.0	190.83333333333334	120
0.0	72.31638418079096	178
1.1695906432748537	47.368421052631575	173
44.44444444444444	91.26984126984127	130
0.5586592178770949	43.01675977653631	183
0.5434782608695652	9.239130434782608	188
1.550387596899225	144.9612403100775	183
41.935483870967744	92.74193548387096	178
38.88888888888889	49.2063492063492	175
39.16083916083916	95.8041958041958	143
33.33333333333333	75.70621468926554	184
34.306569343065696	138.68613138686132	145
32.947976878612714	0.5780346820809248	175
74.80916030534351	83.20610687022901	181
1.293103448275862	29.74137931034483	234
38.93129770992366	138.1679389312977	183
1.694915254237288	55.932203389830505	118
2.2857142857142856	32.0	178
36.36363636363637	39.77272727272727	176
89.55223880597015	65.67164179104478	189
43.84615384615385	40.76923076923077	138
0.0	65.80310880829016	198
28.191489361702125	31.914893617021278	192
31.76470588235294	30.58823529411765	172
41.911764705882355	41.911764705882355	194
2.358490566037736	74.52830188679245	212
0.78125	85.9375	178
32.77777777777778	41.66666666666667	181
37.404580152671755	92.36641221374046	132
1.7341040462427744	35.26011560693642	173
0.7874015748031495	94.48818897637796	173
40.0	145.3846153846154	139
0.0	42.94871794871795	156
2.797202797202797	41.95804195804196	187
10.27027027027027	40.0	188
0.0	40.21164021164021	198
0.5524861878453038	38.12154696132597	185
39.71631205673759	90.0709219858156	152
1.6528925619834711	16.528925619834713	170
0.0	95.16129032258065	176
46.15384615384615	147.86324786324786	171
1.2048192771084338	17.46987951807229	171
